Id;Email;Intereses
1420;javier.gil+ejercicio1420@nateevo.com;Osasuna
1421;javier.gil+ejercicio1421@nateevo.com;Real Sociedad
1422;javier.gil+ejercicio1422@nateevo.com;Atletico de Madrid
1423;javier.gil+ejercicio1423@nateevo.com;Sevilla
1424;javier.gil+ejercicio1424@nateevo.com;Almeria
1425;javier.gil+ejercicio1425@nateevo.com;Girona
1426;javier.gil+ejercicio1426@nateevo.com;Atletico de Madrid
1427;javier.gil+ejercicio1427@nateevo.com;Deportivo Alaves
1428;javier.gil+ejercicio1428@nateevo.com;Girona
1429;javier.gil+ejercicio1429@nateevo.com;Osasuna
1430;javier.gil+ejercicio1430@nateevo.com;Osasuna
1431;javier.gil+ejercicio1431@nateevo.com;Almeria
1432;javier.gil+ejercicio1432@nateevo.com;Girona
1433;javier.gil+ejercicio1433@nateevo.com;Real Sociedad
1434;javier.gil+ejercicio1434@nateevo.com;Deportivo Alaves
1435;javier.gil+ejercicio1435@nateevo.com;Cadiz
1436;javier.gil+ejercicio1436@nateevo.com;Cadiz
1437;javier.gil+ejercicio1437@nateevo.com;Valencia
1438;javier.gil+ejercicio1438@nateevo.com;Real Betis
1439;javier.gil+ejercicio1439@nateevo.com;Real Mallorca
1440;javier.gil+ejercicio1440@nateevo.com;Osasuna
1441;javier.gil+ejercicio1441@nateevo.com;Rayo Vallecano
1442;javier.gil+ejercicio1442@nateevo.com;Almeria
1443;javier.gil+ejercicio1443@nateevo.com;Real Betis
1444;javier.gil+ejercicio1444@nateevo.com;Real Madrid
1445;javier.gil+ejercicio1445@nateevo.com;FC Barcelona
1446;javier.gil+ejercicio1446@nateevo.com;Las Palmas
1447;javier.gil+ejercicio1447@nateevo.com;Almeria
1448;javier.gil+ejercicio1448@nateevo.com;Real Betis
1449;javier.gil+ejercicio1449@nateevo.com;Celta de Vigo
1450;javier.gil+ejercicio1450@nateevo.com;Real Sociedad
1451;javier.gil+ejercicio1451@nateevo.com;Deportivo Alaves
1452;javier.gil+ejercicio1452@nateevo.com;Real Madrid
1453;javier.gil+ejercicio1453@nateevo.com;Girona
1454;javier.gil+ejercicio1454@nateevo.com;Granada
1455;javier.gil+ejercicio1455@nateevo.com;Deportivo Alaves
1456;javier.gil+ejercicio1456@nateevo.com;Girona
1457;javier.gil+ejercicio1457@nateevo.com;Almeria
1458;javier.gil+ejercicio1458@nateevo.com;Atletico de Madrid
1459;javier.gil+ejercicio1459@nateevo.com;Real Betis
1460;javier.gil+ejercicio1460@nateevo.com;Real Betis
1461;javier.gil+ejercicio1461@nateevo.com;Real Madrid
1462;javier.gil+ejercicio1462@nateevo.com;Celta de Vigo
1463;javier.gil+ejercicio1463@nateevo.com;Atletico de Madrid
1464;javier.gil+ejercicio1464@nateevo.com;Valencia
1465;javier.gil+ejercicio1465@nateevo.com;Valencia
1466;javier.gil+ejercicio1466@nateevo.com;Athletic Club
1467;javier.gil+ejercicio1467@nateevo.com;Valencia
1468;javier.gil+ejercicio1468@nateevo.com;Cadiz
1469;javier.gil+ejercicio1469@nateevo.com;Girona
1470;javier.gil+ejercicio1470@nateevo.com;Atletico de Madrid
1471;javier.gil+ejercicio1471@nateevo.com;Granada
1472;javier.gil+ejercicio1472@nateevo.com;Las Palmas
1473;javier.gil+ejercicio1473@nateevo.com;Valencia
1474;javier.gil+ejercicio1474@nateevo.com;Almeria
1475;javier.gil+ejercicio1475@nateevo.com;Osasuna
1476;javier.gil+ejercicio1476@nateevo.com;Cadiz
1477;javier.gil+ejercicio1477@nateevo.com;Real Betis
1478;javier.gil+ejercicio1478@nateevo.com;Granada
1479;javier.gil+ejercicio1479@nateevo.com;FC Barcelona
1480;javier.gil+ejercicio1480@nateevo.com;Real Sociedad
1481;javier.gil+ejercicio1481@nateevo.com;Athletic Club
1482;javier.gil+ejercicio1482@nateevo.com;Las Palmas
1483;javier.gil+ejercicio1483@nateevo.com;Rayo Vallecano
1484;javier.gil+ejercicio1484@nateevo.com;Cadiz
1485;javier.gil+ejercicio1485@nateevo.com;Osasuna
1486;javier.gil+ejercicio1486@nateevo.com;Real Mallorca
1487;javier.gil+ejercicio1487@nateevo.com;Cadiz
1488;javier.gil+ejercicio1488@nateevo.com;Las Palmas
1489;javier.gil+ejercicio1489@nateevo.com;Villarreal
1490;javier.gil+ejercicio1490@nateevo.com;FC Barcelona
1491;javier.gil+ejercicio1491@nateevo.com;Celta de Vigo
1492;javier.gil+ejercicio1492@nateevo.com;Atletico de Madrid
1493;javier.gil+ejercicio1493@nateevo.com;Getafe
1494;javier.gil+ejercicio1494@nateevo.com;Celta de Vigo
1495;javier.gil+ejercicio1495@nateevo.com;Real Mallorca
1496;javier.gil+ejercicio1496@nateevo.com;Girona
1497;javier.gil+ejercicio1497@nateevo.com;FC Barcelona
1498;javier.gil+ejercicio1498@nateevo.com;Sevilla
1499;javier.gil+ejercicio1499@nateevo.com;Atletico de Madrid
1500;javier.gil+ejercicio1500@nateevo.com;Villarreal
1501;javier.gil+ejercicio1501@nateevo.com;Las Palmas
1502;javier.gil+ejercicio1502@nateevo.com;Real Sociedad
1503;javier.gil+ejercicio1503@nateevo.com;Girona
1504;javier.gil+ejercicio1504@nateevo.com;Girona
1505;javier.gil+ejercicio1505@nateevo.com;Real Sociedad
1506;javier.gil+ejercicio1506@nateevo.com;Valencia
1507;javier.gil+ejercicio1507@nateevo.com;Atletico de Madrid
1508;javier.gil+ejercicio1508@nateevo.com;Cadiz
1509;javier.gil+ejercicio1509@nateevo.com;Deportivo Alaves
1510;javier.gil+ejercicio1510@nateevo.com;Athletic Club
1511;javier.gil+ejercicio1511@nateevo.com;Atletico de Madrid
1512;javier.gil+ejercicio1512@nateevo.com;Villarreal
1513;javier.gil+ejercicio1513@nateevo.com;Sevilla
1514;javier.gil+ejercicio1514@nateevo.com;Celta de Vigo
1515;javier.gil+ejercicio1515@nateevo.com;Las Palmas
1516;javier.gil+ejercicio1516@nateevo.com;Rayo Vallecano
1517;javier.gil+ejercicio1517@nateevo.com;Sevilla
1518;javier.gil+ejercicio1518@nateevo.com;Cadiz
1519;javier.gil+ejercicio1519@nateevo.com;FC Barcelona
1520;javier.gil+ejercicio1520@nateevo.com;Celta de Vigo
1521;javier.gil+ejercicio1521@nateevo.com;FC Barcelona
1522;javier.gil+ejercicio1522@nateevo.com;Athletic Club
1523;javier.gil+ejercicio1523@nateevo.com;Granada
1524;javier.gil+ejercicio1524@nateevo.com;Real Betis
1525;javier.gil+ejercicio1525@nateevo.com;Las Palmas
1526;javier.gil+ejercicio1526@nateevo.com;FC Barcelona
1527;javier.gil+ejercicio1527@nateevo.com;Real Mallorca
1528;javier.gil+ejercicio1528@nateevo.com;Granada
1529;javier.gil+ejercicio1529@nateevo.com;Athletic Club
1530;javier.gil+ejercicio1530@nateevo.com;Athletic Club
1531;javier.gil+ejercicio1531@nateevo.com;Villarreal
1532;javier.gil+ejercicio1532@nateevo.com;Real Mallorca
1533;javier.gil+ejercicio1533@nateevo.com;Girona
1534;javier.gil+ejercicio1534@nateevo.com;FC Barcelona
1535;javier.gil+ejercicio1535@nateevo.com;FC Barcelona
1536;javier.gil+ejercicio1536@nateevo.com;Las Palmas
1537;javier.gil+ejercicio1537@nateevo.com;Sevilla
1538;javier.gil+ejercicio1538@nateevo.com;Real Mallorca
1539;javier.gil+ejercicio1539@nateevo.com;Sevilla
1540;javier.gil+ejercicio1540@nateevo.com;Valencia
1541;javier.gil+ejercicio1541@nateevo.com;Villarreal
1542;javier.gil+ejercicio1542@nateevo.com;Real Mallorca
1543;javier.gil+ejercicio1543@nateevo.com;Deportivo Alaves
1544;javier.gil+ejercicio1544@nateevo.com;Las Palmas
1545;javier.gil+ejercicio1545@nateevo.com;Granada
1546;javier.gil+ejercicio1546@nateevo.com;Rayo Vallecano
1547;javier.gil+ejercicio1547@nateevo.com;Sevilla
1548;javier.gil+ejercicio1548@nateevo.com;Sevilla
1549;javier.gil+ejercicio1549@nateevo.com;Cadiz
1550;javier.gil+ejercicio1550@nateevo.com;FC Barcelona
1551;javier.gil+ejercicio1551@nateevo.com;Las Palmas
1552;javier.gil+ejercicio1552@nateevo.com;Girona
1553;javier.gil+ejercicio1553@nateevo.com;Celta de Vigo
1554;javier.gil+ejercicio1554@nateevo.com;Almeria
1555;javier.gil+ejercicio1555@nateevo.com;Deportivo Alaves
1556;javier.gil+ejercicio1556@nateevo.com;Valencia
1557;javier.gil+ejercicio1557@nateevo.com;Deportivo Alaves
1558;javier.gil+ejercicio1558@nateevo.com;Girona
1559;javier.gil+ejercicio1559@nateevo.com;Real Sociedad
1560;javier.gil+ejercicio1560@nateevo.com;Las Palmas
1561;javier.gil+ejercicio1561@nateevo.com;Athletic Club
1562;javier.gil+ejercicio1562@nateevo.com;Atletico de Madrid
1563;javier.gil+ejercicio1563@nateevo.com;Atletico de Madrid
1564;javier.gil+ejercicio1564@nateevo.com;Real Mallorca
1565;javier.gil+ejercicio1565@nateevo.com;FC Barcelona
1566;javier.gil+ejercicio1566@nateevo.com;Celta de Vigo
1567;javier.gil+ejercicio1567@nateevo.com;Granada
1568;javier.gil+ejercicio1568@nateevo.com;Real Sociedad
1569;javier.gil+ejercicio1569@nateevo.com;Atletico de Madrid
1570;javier.gil+ejercicio1570@nateevo.com;Las Palmas
1571;javier.gil+ejercicio1571@nateevo.com;Granada
1572;javier.gil+ejercicio1572@nateevo.com;Celta de Vigo
1573;javier.gil+ejercicio1573@nateevo.com;Athletic Club
1574;javier.gil+ejercicio1574@nateevo.com;Getafe
1575;javier.gil+ejercicio1575@nateevo.com;Rayo Vallecano
1576;javier.gil+ejercicio1576@nateevo.com;Real Betis
1577;javier.gil+ejercicio1577@nateevo.com;Almeria
1578;javier.gil+ejercicio1578@nateevo.com;Villarreal
1579;javier.gil+ejercicio1579@nateevo.com;FC Barcelona
1580;javier.gil+ejercicio1580@nateevo.com;Real Madrid
1581;javier.gil+ejercicio1581@nateevo.com;Real Mallorca
1582;javier.gil+ejercicio1582@nateevo.com;Valencia
1583;javier.gil+ejercicio1583@nateevo.com;FC Barcelona
1584;javier.gil+ejercicio1584@nateevo.com;Real Sociedad
1585;javier.gil+ejercicio1585@nateevo.com;Sevilla
1586;javier.gil+ejercicio1586@nateevo.com;Osasuna
1587;javier.gil+ejercicio1587@nateevo.com;Getafe
1588;javier.gil+ejercicio1588@nateevo.com;Real Madrid
1589;javier.gil+ejercicio1589@nateevo.com;Valencia
1590;javier.gil+ejercicio1590@nateevo.com;Girona
1591;javier.gil+ejercicio1591@nateevo.com;Atletico de Madrid
1592;javier.gil+ejercicio1592@nateevo.com;Almeria
1593;javier.gil+ejercicio1593@nateevo.com;Celta de Vigo
1594;javier.gil+ejercicio1594@nateevo.com;Deportivo Alaves
1595;javier.gil+ejercicio1595@nateevo.com;Real Mallorca
1596;javier.gil+ejercicio1596@nateevo.com;Atletico de Madrid
1597;javier.gil+ejercicio1597@nateevo.com;Celta de Vigo
1598;javier.gil+ejercicio1598@nateevo.com;Real Mallorca
1599;javier.gil+ejercicio1599@nateevo.com;Atletico de Madrid
1600;javier.gil+ejercicio1600@nateevo.com;Almeria
1601;javier.gil+ejercicio1601@nateevo.com;Deportivo Alaves
1602;javier.gil+ejercicio1602@nateevo.com;Almeria
1603;javier.gil+ejercicio1603@nateevo.com;Real Sociedad
1604;javier.gil+ejercicio1604@nateevo.com;Granada
1605;javier.gil+ejercicio1605@nateevo.com;Sevilla
1606;javier.gil+ejercicio1606@nateevo.com;Valencia
1607;javier.gil+ejercicio1607@nateevo.com;Almeria
1608;javier.gil+ejercicio1608@nateevo.com;Real Betis
1609;javier.gil+ejercicio1609@nateevo.com;Villarreal
1610;javier.gil+ejercicio1610@nateevo.com;Atletico de Madrid
1611;javier.gil+ejercicio1611@nateevo.com;Girona
1612;javier.gil+ejercicio1612@nateevo.com;Cadiz
1613;javier.gil+ejercicio1613@nateevo.com;Granada
1614;javier.gil+ejercicio1614@nateevo.com;Atletico de Madrid
1615;javier.gil+ejercicio1615@nateevo.com;Sevilla
1616;javier.gil+ejercicio1616@nateevo.com;Real Mallorca
1617;javier.gil+ejercicio1617@nateevo.com;Almeria
1618;javier.gil+ejercicio1618@nateevo.com;Athletic Club
1619;javier.gil+ejercicio1619@nateevo.com;Rayo Vallecano
1620;javier.gil+ejercicio1620@nateevo.com;Deportivo Alaves
1621;javier.gil+ejercicio1621@nateevo.com;Las Palmas
1622;javier.gil+ejercicio1622@nateevo.com;Osasuna
1623;javier.gil+ejercicio1623@nateevo.com;Atletico de Madrid
1624;javier.gil+ejercicio1624@nateevo.com;FC Barcelona
1625;javier.gil+ejercicio1625@nateevo.com;Cadiz
1626;javier.gil+ejercicio1626@nateevo.com;Valencia
1627;javier.gil+ejercicio1627@nateevo.com;Sevilla
1628;javier.gil+ejercicio1628@nateevo.com;Las Palmas
1629;javier.gil+ejercicio1629@nateevo.com;Real Madrid
1630;javier.gil+ejercicio1630@nateevo.com;Rayo Vallecano
1631;javier.gil+ejercicio1631@nateevo.com;Girona
1632;javier.gil+ejercicio1632@nateevo.com;Real Madrid
1633;javier.gil+ejercicio1633@nateevo.com;Celta de Vigo
1634;javier.gil+ejercicio1634@nateevo.com;Osasuna
1635;javier.gil+ejercicio1635@nateevo.com;Real Sociedad
1636;javier.gil+ejercicio1636@nateevo.com;FC Barcelona
1637;javier.gil+ejercicio1637@nateevo.com;Girona
1638;javier.gil+ejercicio1638@nateevo.com;Athletic Club
1639;javier.gil+ejercicio1639@nateevo.com;Cadiz
1640;javier.gil+ejercicio1640@nateevo.com;Almeria
1641;javier.gil+ejercicio1641@nateevo.com;Las Palmas
1642;javier.gil+ejercicio1642@nateevo.com;Deportivo Alaves
1643;javier.gil+ejercicio1643@nateevo.com;Villarreal
1644;javier.gil+ejercicio1644@nateevo.com;FC Barcelona
1645;javier.gil+ejercicio1645@nateevo.com;Rayo Vallecano
1646;javier.gil+ejercicio1646@nateevo.com;FC Barcelona
1647;javier.gil+ejercicio1647@nateevo.com;Las Palmas
1648;javier.gil+ejercicio1648@nateevo.com;Real Betis
1649;javier.gil+ejercicio1649@nateevo.com;Granada
1650;javier.gil+ejercicio1650@nateevo.com;Athletic Club
1651;javier.gil+ejercicio1651@nateevo.com;Real Betis
1652;javier.gil+ejercicio1652@nateevo.com;FC Barcelona
1653;javier.gil+ejercicio1653@nateevo.com;Athletic Club
1654;javier.gil+ejercicio1654@nateevo.com;Real Mallorca
1655;javier.gil+ejercicio1655@nateevo.com;Almeria
1656;javier.gil+ejercicio1656@nateevo.com;Sevilla
1657;javier.gil+ejercicio1657@nateevo.com;Deportivo Alaves
1658;javier.gil+ejercicio1658@nateevo.com;Getafe
1659;javier.gil+ejercicio1659@nateevo.com;Cadiz
1660;javier.gil+ejercicio1660@nateevo.com;Granada
1661;javier.gil+ejercicio1661@nateevo.com;Girona
1662;javier.gil+ejercicio1662@nateevo.com;Las Palmas
1663;javier.gil+ejercicio1663@nateevo.com;Real Betis
1664;javier.gil+ejercicio1664@nateevo.com;Getafe
1665;javier.gil+ejercicio1665@nateevo.com;Atletico de Madrid
1666;javier.gil+ejercicio1666@nateevo.com;Osasuna
1667;javier.gil+ejercicio1667@nateevo.com;Valencia
1668;javier.gil+ejercicio1668@nateevo.com;Las Palmas
1669;javier.gil+ejercicio1669@nateevo.com;Celta de Vigo
1670;javier.gil+ejercicio1670@nateevo.com;Valencia
1671;javier.gil+ejercicio1671@nateevo.com;Girona
1672;javier.gil+ejercicio1672@nateevo.com;Real Madrid
1673;javier.gil+ejercicio1673@nateevo.com;Villarreal
1674;javier.gil+ejercicio1674@nateevo.com;Real Sociedad
1675;javier.gil+ejercicio1675@nateevo.com;Almeria
1676;javier.gil+ejercicio1676@nateevo.com;Rayo Vallecano
1677;javier.gil+ejercicio1677@nateevo.com;Osasuna
1678;javier.gil+ejercicio1678@nateevo.com;Real Betis
1679;javier.gil+ejercicio1679@nateevo.com;Girona
1680;javier.gil+ejercicio1680@nateevo.com;Villarreal
1681;javier.gil+ejercicio1681@nateevo.com;Real Madrid
1682;javier.gil+ejercicio1682@nateevo.com;Real Madrid
1683;javier.gil+ejercicio1683@nateevo.com;Celta de Vigo
1684;javier.gil+ejercicio1684@nateevo.com;FC Barcelona
1685;javier.gil+ejercicio1685@nateevo.com;Cadiz
1686;javier.gil+ejercicio1686@nateevo.com;Real Sociedad
1687;javier.gil+ejercicio1687@nateevo.com;Las Palmas
1688;javier.gil+ejercicio1688@nateevo.com;Getafe
1689;javier.gil+ejercicio1689@nateevo.com;Villarreal
1690;javier.gil+ejercicio1690@nateevo.com;Sevilla
1691;javier.gil+ejercicio1691@nateevo.com;FC Barcelona
1692;javier.gil+ejercicio1692@nateevo.com;Atletico de Madrid
1693;javier.gil+ejercicio1693@nateevo.com;Real Madrid
1694;javier.gil+ejercicio1694@nateevo.com;Cadiz
1695;javier.gil+ejercicio1695@nateevo.com;FC Barcelona
1696;javier.gil+ejercicio1696@nateevo.com;Las Palmas
1697;javier.gil+ejercicio1697@nateevo.com;Real Madrid
1698;javier.gil+ejercicio1698@nateevo.com;Celta de Vigo
1699;javier.gil+ejercicio1699@nateevo.com;Real Madrid
1700;javier.gil+ejercicio1700@nateevo.com;Real Madrid
1701;javier.gil+ejercicio1701@nateevo.com;Valencia
1702;javier.gil+ejercicio1702@nateevo.com;Real Madrid
1703;javier.gil+ejercicio1703@nateevo.com;Girona
1704;javier.gil+ejercicio1704@nateevo.com;Girona
1705;javier.gil+ejercicio1705@nateevo.com;Villarreal
1706;javier.gil+ejercicio1706@nateevo.com;Deportivo Alaves
1707;javier.gil+ejercicio1707@nateevo.com;Girona
1708;javier.gil+ejercicio1708@nateevo.com;Valencia
1709;javier.gil+ejercicio1709@nateevo.com;Granada
1710;javier.gil+ejercicio1710@nateevo.com;Getafe
1711;javier.gil+ejercicio1711@nateevo.com;Real Madrid
1712;javier.gil+ejercicio1712@nateevo.com;Deportivo Alaves
1713;javier.gil+ejercicio1713@nateevo.com;Almeria
1714;javier.gil+ejercicio1714@nateevo.com;Athletic Club
1715;javier.gil+ejercicio1715@nateevo.com;Valencia
1716;javier.gil+ejercicio1716@nateevo.com;Valencia
1717;javier.gil+ejercicio1717@nateevo.com;FC Barcelona
1718;javier.gil+ejercicio1718@nateevo.com;Cadiz
1719;javier.gil+ejercicio1719@nateevo.com;Valencia
1720;javier.gil+ejercicio1720@nateevo.com;FC Barcelona
1721;javier.gil+ejercicio1721@nateevo.com;Real Sociedad
1722;javier.gil+ejercicio1722@nateevo.com;Sevilla
1723;javier.gil+ejercicio1723@nateevo.com;Valencia
1724;javier.gil+ejercicio1724@nateevo.com;Real Betis
1725;javier.gil+ejercicio1725@nateevo.com;Real Madrid
1726;javier.gil+ejercicio1726@nateevo.com;Las Palmas
1727;javier.gil+ejercicio1727@nateevo.com;Girona
1728;javier.gil+ejercicio1728@nateevo.com;Real Sociedad
1729;javier.gil+ejercicio1729@nateevo.com;Getafe
1730;javier.gil+ejercicio1730@nateevo.com;Cadiz
1731;javier.gil+ejercicio1731@nateevo.com;FC Barcelona
1732;javier.gil+ejercicio1732@nateevo.com;Las Palmas
1733;javier.gil+ejercicio1733@nateevo.com;Deportivo Alaves
1734;javier.gil+ejercicio1734@nateevo.com;Girona
1735;javier.gil+ejercicio1735@nateevo.com;Cadiz
1736;javier.gil+ejercicio1736@nateevo.com;Villarreal
1737;javier.gil+ejercicio1737@nateevo.com;Real Madrid
1738;javier.gil+ejercicio1738@nateevo.com;Rayo Vallecano
1739;javier.gil+ejercicio1739@nateevo.com;Girona
1740;javier.gil+ejercicio1740@nateevo.com;Real Sociedad
1741;javier.gil+ejercicio1741@nateevo.com;Las Palmas
1742;javier.gil+ejercicio1742@nateevo.com;Deportivo Alaves
1743;javier.gil+ejercicio1743@nateevo.com;Granada
1744;javier.gil+ejercicio1744@nateevo.com;Real Sociedad
1745;javier.gil+ejercicio1745@nateevo.com;Celta de Vigo
1746;javier.gil+ejercicio1746@nateevo.com;Valencia
1747;javier.gil+ejercicio1747@nateevo.com;Getafe
1748;javier.gil+ejercicio1748@nateevo.com;Celta de Vigo
1749;javier.gil+ejercicio1749@nateevo.com;Sevilla
1750;javier.gil+ejercicio1750@nateevo.com;Villarreal
1751;javier.gil+ejercicio1751@nateevo.com;Las Palmas
1752;javier.gil+ejercicio1752@nateevo.com;Athletic Club
1753;javier.gil+ejercicio1753@nateevo.com;Granada
1754;javier.gil+ejercicio1754@nateevo.com;FC Barcelona
1755;javier.gil+ejercicio1755@nateevo.com;Athletic Club
1756;javier.gil+ejercicio1756@nateevo.com;Osasuna
1757;javier.gil+ejercicio1757@nateevo.com;Celta de Vigo
1758;javier.gil+ejercicio1758@nateevo.com;Las Palmas
1759;javier.gil+ejercicio1759@nateevo.com;Osasuna
1760;javier.gil+ejercicio1760@nateevo.com;Osasuna
1761;javier.gil+ejercicio1761@nateevo.com;Sevilla
1762;javier.gil+ejercicio1762@nateevo.com;Real Mallorca
1763;javier.gil+ejercicio1763@nateevo.com;Las Palmas
1764;javier.gil+ejercicio1764@nateevo.com;Villarreal
1765;javier.gil+ejercicio1765@nateevo.com;Cadiz
1766;javier.gil+ejercicio1766@nateevo.com;Sevilla
1767;javier.gil+ejercicio1767@nateevo.com;Deportivo Alaves
1768;javier.gil+ejercicio1768@nateevo.com;Granada
1769;javier.gil+ejercicio1769@nateevo.com;Deportivo Alaves
1770;javier.gil+ejercicio1770@nateevo.com;Granada
1771;javier.gil+ejercicio1771@nateevo.com;Real Madrid
1772;javier.gil+ejercicio1772@nateevo.com;Valencia
1773;javier.gil+ejercicio1773@nateevo.com;Cadiz
1774;javier.gil+ejercicio1774@nateevo.com;Celta de Vigo
1775;javier.gil+ejercicio1775@nateevo.com;Osasuna
1776;javier.gil+ejercicio1776@nateevo.com;Athletic Club
1777;javier.gil+ejercicio1777@nateevo.com;Rayo Vallecano
1778;javier.gil+ejercicio1778@nateevo.com;Almeria
1779;javier.gil+ejercicio1779@nateevo.com;Villarreal
1780;javier.gil+ejercicio1780@nateevo.com;Valencia
1781;javier.gil+ejercicio1781@nateevo.com;Rayo Vallecano
1782;javier.gil+ejercicio1782@nateevo.com;Getafe
1783;javier.gil+ejercicio1783@nateevo.com;Celta de Vigo
1784;javier.gil+ejercicio1784@nateevo.com;Athletic Club
1785;javier.gil+ejercicio1785@nateevo.com;Real Betis
1786;javier.gil+ejercicio1786@nateevo.com;Cadiz
1787;javier.gil+ejercicio1787@nateevo.com;Celta de Vigo
1788;javier.gil+ejercicio1788@nateevo.com;Rayo Vallecano
1789;javier.gil+ejercicio1789@nateevo.com;Cadiz
1790;javier.gil+ejercicio1790@nateevo.com;Real Mallorca
1791;javier.gil+ejercicio1791@nateevo.com;Atletico de Madrid
1792;javier.gil+ejercicio1792@nateevo.com;Celta de Vigo
1793;javier.gil+ejercicio1793@nateevo.com;Celta de Vigo
1794;javier.gil+ejercicio1794@nateevo.com;Osasuna
1795;javier.gil+ejercicio1795@nateevo.com;Getafe
1796;javier.gil+ejercicio1796@nateevo.com;Celta de Vigo
1797;javier.gil+ejercicio1797@nateevo.com;Athletic Club
1798;javier.gil+ejercicio1798@nateevo.com;Real Mallorca
1799;javier.gil+ejercicio1799@nateevo.com;Villarreal
1800;javier.gil+ejercicio1800@nateevo.com;Granada
1801;javier.gil+ejercicio1801@nateevo.com;Sevilla
1802;javier.gil+ejercicio1802@nateevo.com;Sevilla
1803;javier.gil+ejercicio1803@nateevo.com;Sevilla
1804;javier.gil+ejercicio1804@nateevo.com;Deportivo Alaves
1805;javier.gil+ejercicio1805@nateevo.com;Deportivo Alaves
1806;javier.gil+ejercicio1806@nateevo.com;Real Sociedad
1807;javier.gil+ejercicio1807@nateevo.com;Deportivo Alaves
1808;javier.gil+ejercicio1808@nateevo.com;Getafe
1809;javier.gil+ejercicio1809@nateevo.com;Sevilla
1810;javier.gil+ejercicio1810@nateevo.com;Girona
1811;javier.gil+ejercicio1811@nateevo.com;Valencia
1812;javier.gil+ejercicio1812@nateevo.com;Las Palmas
1813;javier.gil+ejercicio1813@nateevo.com;Sevilla
1814;javier.gil+ejercicio1814@nateevo.com;Getafe
1815;javier.gil+ejercicio1815@nateevo.com;Valencia
1816;javier.gil+ejercicio1816@nateevo.com;Villarreal
1817;javier.gil+ejercicio1817@nateevo.com;Valencia
1818;javier.gil+ejercicio1818@nateevo.com;Real Mallorca
1819;javier.gil+ejercicio1819@nateevo.com;Sevilla
1820;javier.gil+ejercicio1820@nateevo.com;Valencia
1821;javier.gil+ejercicio1821@nateevo.com;Girona
1822;javier.gil+ejercicio1822@nateevo.com;Granada
1823;javier.gil+ejercicio1823@nateevo.com;Getafe
1824;javier.gil+ejercicio1824@nateevo.com;Granada
1825;javier.gil+ejercicio1825@nateevo.com;Sevilla
1826;javier.gil+ejercicio1826@nateevo.com;Villarreal
1827;javier.gil+ejercicio1827@nateevo.com;Granada
1828;javier.gil+ejercicio1828@nateevo.com;Osasuna
1829;javier.gil+ejercicio1829@nateevo.com;Granada
1830;javier.gil+ejercicio1830@nateevo.com;Real Madrid
1831;javier.gil+ejercicio1831@nateevo.com;Girona
1832;javier.gil+ejercicio1832@nateevo.com;Villarreal
1833;javier.gil+ejercicio1833@nateevo.com;Granada
1834;javier.gil+ejercicio1834@nateevo.com;Real Sociedad
1835;javier.gil+ejercicio1835@nateevo.com;Valencia
1836;javier.gil+ejercicio1836@nateevo.com;Cadiz
1837;javier.gil+ejercicio1837@nateevo.com;Osasuna
1838;javier.gil+ejercicio1838@nateevo.com;Atletico de Madrid
1839;javier.gil+ejercicio1839@nateevo.com;Real Mallorca
1840;javier.gil+ejercicio1840@nateevo.com;FC Barcelona
1841;javier.gil+ejercicio1841@nateevo.com;Athletic Club
1842;javier.gil+ejercicio1842@nateevo.com;Girona
1843;javier.gil+ejercicio1843@nateevo.com;Granada
1844;javier.gil+ejercicio1844@nateevo.com;Almeria
1845;javier.gil+ejercicio1845@nateevo.com;Girona
1846;javier.gil+ejercicio1846@nateevo.com;Real Betis
1847;javier.gil+ejercicio1847@nateevo.com;Granada
1848;javier.gil+ejercicio1848@nateevo.com;Cadiz
1849;javier.gil+ejercicio1849@nateevo.com;Celta de Vigo
1850;javier.gil+ejercicio1850@nateevo.com;Valencia
1851;javier.gil+ejercicio1851@nateevo.com;Granada
1852;javier.gil+ejercicio1852@nateevo.com;Real Betis
1853;javier.gil+ejercicio1853@nateevo.com;Real Madrid
1854;javier.gil+ejercicio1854@nateevo.com;Real Madrid
1855;javier.gil+ejercicio1855@nateevo.com;Celta de Vigo
1856;javier.gil+ejercicio1856@nateevo.com;Real Madrid
1857;javier.gil+ejercicio1857@nateevo.com;Real Betis
1858;javier.gil+ejercicio1858@nateevo.com;Cadiz
1859;javier.gil+ejercicio1859@nateevo.com;Almeria
1860;javier.gil+ejercicio1860@nateevo.com;FC Barcelona
1861;javier.gil+ejercicio1861@nateevo.com;Atletico de Madrid
1862;javier.gil+ejercicio1862@nateevo.com;Osasuna
1863;javier.gil+ejercicio1863@nateevo.com;Celta de Vigo
1864;javier.gil+ejercicio1864@nateevo.com;Villarreal
1865;javier.gil+ejercicio1865@nateevo.com;Athletic Club
1866;javier.gil+ejercicio1866@nateevo.com;Real Madrid
1867;javier.gil+ejercicio1867@nateevo.com;Atletico de Madrid
1868;javier.gil+ejercicio1868@nateevo.com;Sevilla
1869;javier.gil+ejercicio1869@nateevo.com;Real Betis
1870;javier.gil+ejercicio1870@nateevo.com;Deportivo Alaves
1871;javier.gil+ejercicio1871@nateevo.com;Villarreal
1872;javier.gil+ejercicio1872@nateevo.com;FC Barcelona
1873;javier.gil+ejercicio1873@nateevo.com;FC Barcelona
